left2010,left2019,left2015,vote2010,vote2015,vote2019,male,age,education,unemployed,ideology,iv_immigration,iv_economy,imm_issue,eco_issue,right2010,right2015,right2019
NA,NA,1,NA,Liberal Democrat,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.25,NA,NA,0,NA,0,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA
NA,0,1,NA,Labour,Conservative,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,1,1,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,1,1,Green Party,Labour,Green,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,0
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA
1,0,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Conservative,0,NA,NA,NA,NA,1,NA,NA,0,0,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
NA,NA,0,NA,Conservative,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,1,NA
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
0,1,1,Conservative,Green Party,Labour,0,NA,NA,NA,NA,0.75,NA,NA,0,1,0,0
NA,1,0,NA,Conservative,Liberal Democrat,0,25,5,0,NA,0.5,NA,NA,0,NA,1,0
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,39,2,0,NA,1,NA,NA,0,NA,1,1
0,0,0,Conservative,Conservative,Conservative,0,65,3,0,NA,1,NA,NA,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,58,4,0,NA,1,NA,NA,0,1,1,1
NA,1,1,NA,Green Party,Labour,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,0
NA,NA,0,NA,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,NA,1,NA,NA,0,0,0,0
NA,0,0,NA,Conservative,Conservative,0,70,3,0,NA,0.5,NA,NA,0,NA,1,1
0,0,0,Conservative,Conservative,Conservative,1,49,2,0,NA,1,NA,NA,0,1,1,1
NA,NA,1,NA,Liberal Democrat,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,1,NA,NA
1,1,1,Labour,Labour,Labour,1,52,2,0,NA,0.5,NA,NA,0,0,0,0
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
0,0,0,British National Party (BNP),United Kingdom Independence Party (UKIP),Conservative,0,NA,NA,NA,NA,0.5,NA,NA,0,1,1,1
NA,NA,1,NA,Liberal Democrat,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
1,0,1,Liberal Democrat,Liberal Democrat,Conservative,1,72,1,0,NA,0.75,NA,NA,0,0,0,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,1,Labour,Green Party,NA,0,NA,NA,NA,NA,0.25,NA,NA,0,0,0,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,NA
1,NA,1,Labour,Labour,NA,0,40,2,0,NA,1,NA,NA,0,0,0,NA
NA,NA,0,NA,Conservative,NA,1,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,NA,1,NA,NA,0,0,0,0
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,0,1,Labour,Labour,Conservative,1,67,2,0,NA,1,NA,NA,0,0,0,1
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,0,68,3,0,NA,1,NA,NA,0,1,1,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,1,1,Labour,Labour,Labour,0,53,5,0,NA,1,NA,NA,0,0,0,0
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
1,1,1,Labour,Labour,Labour,1,56,2,0,NA,1,NA,NA,0,0,0,0
1,0,1,Labour,Labour,Conservative,0,65,2,0,NA,0.75,NA,NA,0,0,0,1
1,1,1,Labour,Labour,Labour,1,51,2,0,NA,1,NA,NA,0,0,0,0
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
0,NA,NA,United Kingdom Independence Party (UKIP),NA,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,1,NA,NA
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
NA,1,0,NA,Conservative,Liberal Democrat,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,1,0
0,0,0,Conservative,Conservative,Conservative,0,48,4,0,NA,1,NA,NA,0,1,1,1
NA,1,1,NA,Green Party,Green,0,24,6,0,NA,1,NA,NA,0,NA,0,0
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,1,Liberal Democrat,Green Party,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,67,2,0,NA,1,NA,NA,0,1,1,1
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,NA,0.5,NA,NA,0,0,0,0
1,NA,NA,Green Party,NA,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,0,NA,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,1,Labour,Liberal Democrat,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA
0,0,0,British National Party (BNP),United Kingdom Independence Party (UKIP),Conservative,1,49,2,0,NA,1,NA,NA,0,1,1,1
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,0
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,1,0,Liberal Democrat,Conservative,Liberal Democrat,0,73,3,0,NA,0.5,NA,NA,0,0,1,0
1,0,1,Labour,Labour,Conservative,0,66,3,0,NA,0.75,NA,NA,0,0,0,1
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
NA,1,1,NA,Green Party,Liberal Democrat,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,0
1,NA,1,Liberal Democrat,Liberal Democrat,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
NA,NA,0,NA,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
1,1,1,Labour,Labour,Labour,1,25,NA,0,NA,0.5,NA,NA,0,0,0,0
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.25,NA,NA,0,NA,NA,NA
NA,0,0,NA,Conservative,Conservative,0,43,2,0,NA,1,NA,NA,0,NA,1,1
1,NA,NA,Liberal Democrat,NA,NA,0,60,2,0,NA,1,NA,NA,0,0,NA,NA
NA,NA,1,NA,Green Party,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
1,NA,NA,Labour,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,NA,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.25,NA,NA,0,NA,0,NA
NA,NA,1,NA,Liberal Democrat,NA,1,NA,NA,NA,NA,0.25,NA,NA,0,NA,0,NA
0,NA,0,British National Party (BNP),United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
1,1,1,Liberal Democrat,Green Party,Labour,1,NA,NA,NA,NA,0,NA,NA,0,0,0,0
1,1,1,Labour,Labour,Labour,0,54,5,0,NA,0.75,NA,NA,0,0,0,0
1,1,1,Liberal Democrat,Labour,Labour,0,34,5,0,NA,0.75,NA,NA,0,0,0,0
0,NA,NA,United Kingdom Independence Party (UKIP),NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,1,NA,NA
NA,1,0,NA,Conservative,Labour,0,29,4,0,NA,0.5,NA,NA,0,NA,1,0
NA,1,1,NA,Labour,Liberal Democrat,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,0
NA,1,1,NA,Liberal Democrat,Liberal Democrat,1,27,5,0,NA,0.25,NA,NA,0,NA,0,0
0,NA,1,United Kingdom Independence Party (UKIP),Green Party,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
1,NA,0,Labour,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
0,NA,1,Conservative,Liberal Democrat,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,1,0,NA
1,NA,1,Liberal Democrat,Green Party,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
1,1,1,Labour,Labour,Labour,1,78,3,0,NA,0.5,NA,NA,0,0,0,0
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,NA,1,NA,NA,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,74,1,0,NA,0.75,NA,NA,0,1,1,1
NA,NA,1,NA,Liberal Democrat,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
1,1,1,Liberal Democrat,Green Party,Labour,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,0
0,1,1,Conservative,Labour,Labour,0,70,2,0,NA,1,NA,NA,0,1,0,0
NA,1,1,NA,Labour,Labour,0,24,5,0,NA,0.75,NA,NA,0,NA,0,0
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,1,1,NA
1,NA,1,Liberal Democrat,Green Party,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
0,NA,1,Conservative,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
NA,NA,0,NA,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,NA,Labour,NA,NA,1,61,2,0,NA,1,NA,NA,0,0,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA
NA,NA,1,NA,Green Party,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
0,0,0,Conservative,Conservative,Conservative,1,74,2,0,NA,0.5,NA,NA,0,1,1,1
NA,NA,0,NA,Conservative,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,1,NA
0,NA,0,United Kingdom Independence Party (UKIP),Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,0,0,Labour,United Kingdom Independence Party (UKIP),Conservative,0,62,1,0,NA,1,NA,NA,0,0,1,1
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
NA,NA,1,NA,Liberal Democrat,NA,0,NA,NA,NA,NA,0.25,NA,NA,0,NA,0,NA
1,1,1,Labour,Labour,Labour,0,58,2,0,NA,1,NA,NA,0,0,0,0
NA,NA,1,NA,Liberal Democrat,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
0,0,0,Conservative,Conservative,Conservative,0,66,5,0,NA,1,NA,NA,0,1,1,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
NA,NA,NA,NA,NA,NA,0,35,4,0,NA,0.5,NA,NA,0,NA,NA,NA
1,1,1,Labour,Labour,Labour,1,29,5,0,NA,0.5,NA,NA,0,0,0,0
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
0,0,0,Conservative,Conservative,Conservative,0,70,5,0,NA,1,NA,NA,0,1,1,1
NA,NA,1,NA,Green Party,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
NA,NA,NA,NA,NA,NA,0,56,5,0,NA,0.5,NA,NA,0,NA,NA,NA
1,1,NA,Liberal Democrat,NA,Labour,1,50,1,0,NA,0.5,NA,NA,0,0,NA,0
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
NA,NA,1,NA,Labour,NA,1,36,2,0,NA,1,NA,NA,0,NA,0,NA
1,1,1,Labour,Labour,Labour,1,63,4,0,NA,1,NA,NA,0,0,0,0
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
0,1,0,United Kingdom Independence Party (UKIP),Conservative,Labour,0,35,3,0,NA,1,NA,NA,0,1,1,0
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,0,63,3,0,NA,1,NA,NA,0,NA,1,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,1,Liberal Democrat,Green Party,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
1,1,1,Labour,Labour,Labour,0,71,3,0,NA,0.5,NA,NA,0,0,0,0
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,0,66,1,0,NA,1,NA,NA,0,1,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA
0,0,0,Conservative,Conservative,Conservative,1,73,2,0,NA,1,NA,NA,0,1,1,1
1,1,1,Labour,Labour,Labour,0,56,3,0,NA,1,NA,NA,0,0,0,0
1,0,1,Liberal Democrat,Liberal Democrat,Conservative,1,83,5,0,NA,1,NA,NA,0,0,0,1
NA,1,1,NA,Labour,Labour,1,70,5,0,NA,0.5,NA,NA,0,NA,0,0
1,0,1,Labour,Labour,Conservative,1,NA,NA,NA,NA,1,NA,NA,0,0,0,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,68,3,0,NA,1,NA,NA,0,1,1,1
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,0,NA,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
0,NA,NA,United Kingdom Independence Party (UKIP),NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,NA,NA
1,0,1,Labour,Labour,Conservative,1,71,2,0,NA,1,NA,NA,0,0,0,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,0,NA,NA,NA,NA,1,NA,NA,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,72,3,0,NA,1,NA,NA,0,1,1,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,1,0,Labour,United Kingdom Independence Party (UKIP),Labour,0,NA,NA,NA,NA,1,NA,NA,0,0,1,0
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,NA,1,NA,NA,0,0,0,0
1,1,0,Labour,United Kingdom Independence Party (UKIP),Labour,0,60,2,0,NA,1,NA,NA,0,0,1,0
1,1,NA,Labour,NA,Labour,1,84,1,0,NA,0.5,NA,NA,0,0,NA,0
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,NA,0.75,NA,NA,0,0,0,0
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,NA,1,NA,NA,0,1,1,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,NA
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,NA,0.25,NA,NA,0,0,0,NA
1,NA,0,Liberal Democrat,Conservative,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,0,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,1,1,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,0,1,Liberal Democrat,Labour,Conservative,0,NA,NA,NA,NA,0.75,NA,NA,0,0,0,1
0,0,0,Conservative,Conservative,Conservative,0,67,4,0,NA,1,NA,NA,0,1,1,1
1,NA,1,Liberal Democrat,Plaid Cymru,NA,0,NA,NA,NA,NA,0.25,NA,NA,0,0,0,NA
0,NA,0,United Kingdom Independence Party (UKIP),Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,1,1,Labour,Liberal Democrat,Liberal Democrat,1,65,3,0,NA,0.75,NA,NA,0,0,0,0
NA,0,1,NA,Liberal Democrat,Conservative,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,1
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,NA
1,NA,0,Liberal Democrat,Conservative,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,NA,0.75,NA,NA,0,1,1,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,59,3,0,NA,1,NA,NA,0,NA,1,1
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,1,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
1,1,1,Green Party,Labour,Labour,1,NA,NA,NA,NA,0.5,NA,NA,0,0,0,0
NA,1,NA,NA,NA,Labour,0,25,5,0,NA,0.5,NA,NA,0,NA,NA,0
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,1,1,Liberal Democrat,Liberal Democrat,Green,1,56,3,0,NA,1,NA,NA,0,0,0,0
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
1,NA,NA,Plaid Cymru,NA,NA,0,69,3,0,NA,0.75,NA,NA,0,0,NA,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,1,1,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,1,Labour,Plaid Cymru,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,0,0,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,1,NA,NA,0,1,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,0,63,1,0,NA,1,NA,NA,0,1,1,1
NA,1,1,NA,Labour,Labour,0,26,5,0,NA,0.5,NA,NA,0,NA,0,0
NA,NA,1,NA,Green Party,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,25,3,0,NA,1,NA,NA,0,NA,1,1
1,1,1,Labour,Labour,Labour,0,54,3,0,NA,0.5,NA,NA,0,0,0,0
NA,NA,1,NA,Liberal Democrat,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
1,NA,NA,Liberal Democrat,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA
NA,1,0,NA,Conservative,Labour,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,1,0
NA,0,1,NA,Labour,Conservative,1,27,NA,0,NA,0.75,NA,NA,0,NA,0,1
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,0,68,3,0,NA,1,NA,NA,0,NA,1,1
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
NA,NA,NA,NA,NA,NA,0,26,NA,0,NA,1,NA,NA,0,NA,NA,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.25,NA,NA,0,NA,0,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA
1,1,1,Labour,Labour,Labour,1,65,3,0,NA,0.5,NA,NA,0,0,0,0
1,1,0,Liberal Democrat,Conservative,Liberal Democrat,0,29,5,0,NA,0.25,NA,NA,0,0,1,0
NA,NA,0,NA,Conservative,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,1,NA
1,1,1,Labour,Liberal Democrat,Liberal Democrat,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,0
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,0,0,NA
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,NA
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,71,4,0,NA,0.75,NA,NA,0,1,1,NA
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
NA,NA,1,NA,Green Party,NA,0,NA,NA,NA,NA,0.25,NA,NA,0,NA,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,70,2,0,NA,1,NA,NA,0,1,1,1
NA,NA,1,NA,Liberal Democrat,NA,0,NA,NA,NA,NA,0.75,NA,NA,0,NA,0,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
NA,0,1,NA,Labour,Conservative,1,55,5,0,NA,0.75,NA,NA,0,NA,0,1
NA,NA,1,NA,Green Party,NA,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,0,NA
